kit_id,brand,model_name,timestamp,region,generation,form_factor,capacity_gb,module_count,is_ecc,speed_mts,cas_latency,voltage,timing_string,die_manufacturer,die_type,true_latency_ns,bandwidth_per_dollar,latency_value_index,speed_premium_ratio,price_per_gb,price_usd,market_segment,recommended_usage,price_status,global_inventory_weeks,fab_utilization_rate,gpu_hbm_trend_gb
MPN-002219,Pny,Pny DDR5 6400MT/s,2026-12-23,Europe,DDR5,LRDIMM,48,2,True,6400,36,1.25,36-38-38-76,Samsung,M-Die,11.25,14.0869,40889.13,10.8172,75.72,3634.59,Enterprise/AI,Content Creation,Shortage-Inflated,2.62,0.9463,287.95
MPN-002220,G.Skill,G.Skill DDR5 8400MT/s,2026-04-13,Asia-Pacific,DDR5,DIMM,512,2,False,8400,28,1.3,28-30-30-60,Micron,R-Die,6.6667,2.2699,197364.09,8.2602,57.82,29604.61,Enterprise/AI,AI / Data Science,Shortage-Inflated,5.91,0.842,230.01
MPN-002221,Samsung,Samsung DDR5 6400MT/s,2024-07-04,Asia-Pacific,DDR5,SODIMM,32,1,False,6400,34,1.3,34-36-36-72,Micron,B-Die,10.625,205.0287,2653.29,1.1148,7.8,249.72,Consumer,Gaming (AAA),Normal,12.99,0.576,82.2
MPN-002222,G.Skill,G.Skill DDR5 6800MT/s,2026-05-17,EMEA,DDR5,SODIMM,96,2,False,6800,30,1.25,30-32-32-64,SK Hynix,A-Die,8.8235,9.5819,50094.51,8.4485,59.14,5677.38,Enterprise/AI,AI / Data Science,Shortage-Inflated,5.28,0.856,237.76
MPN-002223,Lexar,Lexar DDR5 5200MT/s,2024-10-13,North America,DDR5,DIMM,512,4,False,5200,30,1.35,30-32-32-64,SK Hynix,A-Die,11.5385,5.529,86815.62,2.0993,14.7,7524.02,Enterprise/AI,AI / Data Science,Normal,12.15,0.6174,105.24
MPN-002224,Silicon Power,Silicon Power DDR4 2666MT/s,2026-11-01,Europe,DDR4,DIMM,16,2,False,2666,15,1.35,15-17-17-34,Micron,B-Die,11.2528,70.3364,3412.17,5.9224,18.95,303.23,Consumer,Gaming (AAA),Shortage-Inflated,3.63,0.925,276.09
MPN-002225,Kingston,Kingston DDR5 5600MT/s,2026-10-26,Greater China,DDR5,DIMM,96,1,False,5600,32,1.25,32-34-34-68,SK Hynix,M-Die,11.4286,6.7081,76325.16,9.9382,69.57,6678.45,Enterprise/AI,AI / Data Science,Shortage-Inflated,3.46,0.9225,274.72
MPN-002226,Patriot,Patriot DDR5 6400MT/s,2026-02-18,EMEA,DDR5,DIMM,128,2,False,6400,36,1.35,36-38-38-76,SK Hynix,M-Die,11.25,7.4305,77518.41,7.6903,53.83,6890.53,Enterprise/AI,AI / Data Science,Shortage-Inflated,6.68,0.8198,217.69
MPN-002227,G.Skill,G.Skill DDR4 2400MT/s,2024-09-02,EMEA,DDR4,SODIMM,16,2,False,2400,14,1.4,14-16-16-32,Micron,Z-Die,11.6667,321.3903,696.97,1.1668,3.73,59.74,Consumer,Gaming (AAA),Normal,11.43,0.6006,95.89
MPN-002228,Pny,Pny DDR5 4800MT/s,2026-03-12,EMEA,DDR5,DIMM,256,1,False,4800,38,1.45,38-40-40-80,SK Hynix,D-Die,15.8333,2.6586,228688.9,8.06,56.42,14443.51,Enterprise/AI,AI / Data Science,Shortage-Inflated,5.78,0.8289,222.71
MPN-002229,Patriot,Patriot DDR5 7600MT/s,2026-05-18,Asia-Pacific,DDR5,DIMM,16,2,False,7600,36,1.4,36-38-38-76,Micron,E-Die,9.4737,114.3937,5035.24,4.7455,33.22,531.5,Consumer,Gaming (AAA),Shortage-Inflated,5.15,0.8564,237.99
MPN-002230,Kingston,Kingston DDR5 7200MT/s,2025-06-11,Asia-Pacific,DDR5,DIMM,48,2,False,7200,34,1.1,34-36-36-72,Micron,Z-Die,9.4444,66.1838,8219.53,2.5902,18.13,870.3,Consumer,Content Creation,Shortage-Inflated,10.3,0.7164,160.21
MPN-002231,Kingston,Kingston DDR5 4800MT/s,2024-09-05,North America,DDR5,LRDIMM,192,8,True,4800,32,1.3,32-34-34-68,Micron,Z-Die,13.3333,14.8854,34396.04,1.9194,13.44,2579.7,Enterprise/AI,AI / Data Science,Normal,12.78,0.6018,96.57
MPN-002232,Silicon Power,Silicon Power DDR5 4800MT/s,2024-11-05,Asia-Pacific,DDR5,SODIMM,32,2,False,4800,40,1.4,40-42-42-84,Micron,E-Die,16.6667,154.3049,4147.63,1.111,7.78,248.86,Consumer,Gaming (AAA),Normal,11.9,0.6269,110.48
MPN-002233,SK Hynix,SK Hynix DDR5 7200MT/s,2026-06-20,Latin America,DDR5,LRDIMM,64,2,True,7200,42,1.3,42-44-44-88,Samsung,B-Die,11.6667,13.9806,48066.64,9.1964,64.37,4120.0,Enterprise/AI,Content Creation,Shortage-Inflated,4.73,0.8699,245.52
MPN-002234,Mushkin,Mushkin DDR5 8400MT/s,2025-02-12,Latin America,DDR5,DIMM,256,2,False,8400,30,1.4,30-32-32-64,SK Hynix,D-Die,7.1429,12.1779,39415.75,3.0794,21.56,5518.2,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.52,0.6675,133.07
MPN-002235,SK Hynix,SK Hynix DDR4 2666MT/s,2026-11-22,Greater China,DDR4,SODIMM,32,4,False,2666,19,1.2,19-21-21-42,Samsung,B-Die,14.2536,34.7719,8742.69,5.9899,19.17,613.37,Consumer,Gaming (AAA),Shortage-Inflated,3.99,0.9336,280.88
MPN-002236,Samsung,Samsung DDR5 6000MT/s,2025-01-28,Greater China,DDR5,LRDIMM,32,2,True,6000,30,1.35,30-32-32-64,Micron,B-Die,10.0,70.6707,6792.07,3.0322,21.23,679.21,Enterprise/AI,Gaming (AAA),Shortage-Inflated,10.74,0.6614,129.64
MPN-002237,ADATA,ADATA DDR4 4400MT/s,2026-01-23,Europe,DDR4,SODIMM,128,2,False,4400,14,1.4,14-16-16-32,Micron,R-Die,6.3636,11.6822,19174.42,7.3563,23.54,3013.12,Enterprise/AI,AI / Data Science,Shortage-Inflated,6.36,0.8092,211.76
MPN-002238,Pny,Pny DDR5 4800MT/s,2026-02-11,Latin America,DDR5,DIMM,48,2,False,4800,42,1.25,42-44-44-88,Micron,E-Die,17.5,27.5047,24432.18,4.1551,29.09,1396.12,Consumer,Content Creation,Shortage-Inflated,5.92,0.817,216.09
MPN-002239,Lexar,Lexar DDR5 4800MT/s,2024-02-13,Europe,DDR5,DIMM,48,2,False,4800,32,1.3,32-34-34-68,Samsung,D-Die,13.3333,117.619,4353.04,0.9717,6.8,326.48,Consumer,Content Creation,Normal,14.27,0.5177,49.81
MPN-002240,Kingston,Kingston DDR4 3600MT/s,2025-10-01,Asia-Pacific,DDR4,SODIMM,32,1,False,3600,14,1.2,14-16-16-32,Micron,Z-Die,7.7778,84.253,2658.66,3.3382,10.68,341.83,Consumer,Gaming (AAA),Shortage-Inflated,7.93,0.7624,185.76
MPN-002241,Corsair,Corsair DDR5 6000MT/s,2024-05-16,Europe,DDR5,DIMM,192,2,False,6000,30,1.4,30-32-32-64,Samsung,D-Die,10.0,18.9658,25308.67,1.8831,13.18,2530.87,Enterprise/AI,AI / Data Science,Normal,13.88,0.5558,71.02
MPN-002242,Micron,Micron DDR5 5200MT/s,2024-04-26,Europe,DDR5,DIMM,192,4,False,5200,40,1.25,40-42-42-84,SK Hynix,A-Die,15.3846,16.7543,38199.14,1.8474,12.93,2482.94,Enterprise/AI,AI / Data Science,Normal,13.62,0.5476,66.46
MPN-002243,Micron,Micron DDR4 2133MT/s,2024-04-11,Latin America,DDR4,DIMM,128,4,False,2133,18,1.35,18-20-20-40,SK Hynix,C-Die,16.8776,22.3575,12881.58,1.8634,5.96,763.23,Enterprise/AI,AI / Data Science,Normal,14.26,0.5415,63.04
MPN-002244,SK Hynix,SK Hynix DDR4 4400MT/s,2026-08-03,Greater China,DDR4,SODIMM,32,2,False,4400,19,1.45,19-21-21-42,SK Hynix,A-Die,8.6364,65.0499,4673.33,5.2844,16.91,541.12,Consumer,Gaming (AAA),Shortage-Inflated,5.79,0.888,255.56
MPN-002245,Crucial,Crucial DDR4 4400MT/s,2025-06-25,EMEA,DDR4,SODIMM,32,2,False,4400,17,1.4,17-19-19-38,SK Hynix,D-Die,7.7273,130.3377,2086.89,2.6374,8.44,270.07,Consumer,Gaming (AAA),Shortage-Inflated,8.55,0.7221,163.4
MPN-002246,Crucial,Crucial DDR5 5600MT/s,2024-02-12,Asia-Pacific,DDR5,DIMM,128,1,False,5600,36,1.4,36-38-38-76,SK Hynix,A-Die,12.8571,27.8266,20699.63,1.7968,12.58,1609.97,Enterprise/AI,AI / Data Science,Normal,14.8,0.5172,49.58
MPN-002247,Patriot,Patriot DDR5 8000MT/s,2026-07-01,Greater China,DDR5,SODIMM,192,8,False,8000,36,1.45,36-38-38-76,SK Hynix,A-Die,9.0,5.424,106194.31,8.7793,61.46,11799.37,Enterprise/AI,AI / Data Science,Shortage-Inflated,4.66,0.8745,248.03
MPN-002248,Silicon Power,Silicon Power DDR5 8400MT/s,2026-06-30,EMEA,DDR5,DIMM,16,4,False,8400,28,1.4,28-30-30-60,Samsung,C-Die,6.6667,124.1676,3608.03,4.8322,33.83,541.2,Consumer,Gaming (AAA),Shortage-Inflated,4.63,0.874,247.8
MPN-002249,SK Hynix,SK Hynix DDR5 4800MT/s,2025-03-09,North America,DDR5,DIMM,192,2,False,4800,28,1.3,28-30-30-60,SK Hynix,D-Die,11.6667,8.2927,54023.41,3.4454,24.12,4630.58,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.77,0.6778,138.77
MPN-002250,Corsair,Corsair DDR5 7200MT/s,2024-04-07,North America,DDR5,SODIMM,64,2,False,7200,42,1.45,42-44-44-88,SK Hynix,C-Die,11.6667,66.945,10038.1,1.9206,13.44,860.41,Enterprise/AI,Content Creation,Normal,14.2,0.5398,62.13
MPN-002251,Kingston,Kingston DDR4 4400MT/s,2026-07-03,Asia-Pacific,DDR4,SODIMM,16,4,False,4400,19,1.45,19-21-21-42,SK Hynix,M-Die,8.6364,139.447,2180.04,4.9302,15.78,252.43,Consumer,Gaming (AAA),Shortage-Inflated,4.56,0.8753,248.49
MPN-002252,Micron,Micron DDR4 4400MT/s,2024-11-29,EMEA,DDR4,DIMM,64,2,False,4400,19,1.2,19-21-21-42,Samsung,E-Die,8.6364,81.0392,3751.27,2.1209,6.79,434.36,Enterprise/AI,Content Creation,Normal,12.1,0.6367,115.96
MPN-002253,Crucial,Crucial DDR5 4800MT/s,2025-05-15,Asia-Pacific,DDR5,DIMM,192,2,False,4800,32,1.3,32-34-34-68,SK Hynix,A-Die,13.3333,6.5385,78304.92,4.3697,30.59,5872.87,Enterprise/AI,AI / Data Science,Shortage-Inflated,9.16,0.7053,154.05
MPN-002254,Samsung,Samsung DDR5 6400MT/s,2025-05-30,EMEA,DDR5,SODIMM,64,8,False,6400,28,1.4,28-30-30-60,SK Hynix,C-Die,8.75,24.1133,18578.99,4.7395,33.18,2123.31,Enterprise/AI,Content Creation,Shortage-Inflated,9.63,0.7115,157.47
MPN-002255,Patriot,Patriot DDR4 3000MT/s,2024-06-20,EMEA,DDR4,DIMM,32,2,False,3000,19,1.45,19-21-21-42,Micron,Z-Die,12.6667,220.8413,1376.55,1.0613,3.4,108.68,Consumer,Gaming (AAA),Normal,13.02,0.5702,79.01
MPN-002256,Corsair,Corsair DDR5 5600MT/s,2024-11-11,Europe,DDR5,DIMM,128,8,False,5600,34,1.45,34-36-36-72,Micron,R-Die,12.1429,25.2493,21545.18,1.9803,13.86,1774.31,Enterprise/AI,AI / Data Science,Normal,12.03,0.6293,111.85
MPN-002257,Lexar,Lexar DDR4 3000MT/s,2024-02-12,North America,DDR4,SODIMM,64,2,False,3000,20,1.4,20-22-22-44,Samsung,C-Die,13.3333,61.7923,5178.64,1.8965,6.07,388.4,Enterprise/AI,Content Creation,Normal,14.23,0.5172,49.58
MPN-002258,Lexar,Lexar DDR5 5200MT/s,2025-11-13,Latin America,DDR5,SODIMM,512,2,False,5200,36,1.4,36-38-38-76,SK Hynix,D-Die,13.8462,1.8363,313669.22,6.3208,44.25,22653.89,Enterprise/AI,AI / Data Science,Shortage-Inflated,6.92,0.78,195.57
MPN-002259,Corsair,Corsair DDR4 2400MT/s,2025-06-08,EMEA,DDR4,SODIMM,32,2,False,2400,15,1.45,15-17-17-34,Micron,R-Die,12.5,70.5883,3400.0,2.6562,8.5,272.0,Consumer,Gaming (AAA),Shortage-Inflated,8.57,0.7151,159.53
MPN-002260,Patriot,Patriot DDR5 6000MT/s,2025-05-18,Asia-Pacific,DDR5,DIMM,16,2,False,6000,34,1.35,34-36-36-72,Micron,B-Die,11.3333,179.0444,3038.35,2.3937,16.76,268.09,Consumer,Gaming (AAA),Normal,9.14,0.7065,154.74
MPN-002261,Micron,Micron DDR5 6000MT/s,2024-08-19,Latin America,DDR5,DIMM,512,4,False,6000,36,1.35,36-38-38-76,Micron,E-Die,12.0,6.5403,88070.0,2.0478,14.33,7339.17,Enterprise/AI,AI / Data Science,Normal,11.81,0.5948,92.69
MPN-002262,Silicon Power,Silicon Power DDR5 6000MT/s,2024-10-07,North America,DDR5,DIMM,192,2,False,6000,30,1.35,30-32-32-64,Samsung,C-Die,10.0,17.9114,26798.63,1.9939,13.96,2679.86,Enterprise/AI,AI / Data Science,Normal,11.86,0.615,103.87
MPN-002263,Mushkin,Mushkin DDR5 8400MT/s,2025-03-03,Europe,DDR5,DIMM,64,2,False,8400,34,1.25,34-36-36-72,SK Hynix,D-Die,8.0952,45.537,11946.32,3.294,23.06,1475.72,Enterprise/AI,Content Creation,Shortage-Inflated,10.87,0.6753,137.4
MPN-002264,Crucial,Crucial DDR4 3000MT/s,2026-05-18,North America,DDR4,SODIMM,8,1,False,3000,16,1.35,16-18-18-36,Micron,E-Die,10.6667,197.2797,1297.65,4.7521,15.21,121.65,Consumer,Basic Productivity,Shortage-Inflated,5.78,0.8564,237.99
MPN-002265,Corsair,Corsair DDR5 8400MT/s,2025-01-07,Asia-Pacific,DDR5,SODIMM,512,2,False,8400,40,1.25,40-42-42-84,SK Hynix,A-Die,9.5238,6.6015,96947.34,2.8403,19.88,10179.47,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.61,0.6527,124.85
MPN-002266,TeamGroup,TeamGroup DDR5 6800MT/s,2024-08-12,North America,DDR5,DIMM,512,2,False,6800,30,1.1,30-32-32-64,Micron,Z-Die,8.8235,7.7755,61732.26,1.9521,13.66,6996.32,Enterprise/AI,AI / Data Science,Normal,12.31,0.592,91.09
MPN-002267,SK Hynix,SK Hynix DDR4 2666MT/s,2025-03-01,North America,DDR4,DIMM,32,4,False,2666,15,1.4,15-17-17-34,SK Hynix,C-Die,11.2528,104.4175,2298.47,1.9947,6.38,204.26,Consumer,Gaming (AAA),Normal,9.94,0.6745,136.94
MPN-002268,G.Skill,G.Skill DDR5 8400MT/s,2024-04-18,EMEA,DDR5,SODIMM,192,2,True,8400,40,1.35,40-42-42-84,SK Hynix,D-Die,9.5238,25.4509,25146.44,1.9646,13.75,2640.38,Enterprise/AI,AI / Data Science,Normal,13.63,0.5443,64.64
MPN-002269,Patriot,Patriot DDR5 4800MT/s,2024-09-30,North America,DDR5,DIMM,32,2,False,4800,32,1.25,32-34-34-68,Samsung,B-Die,13.3333,145.5431,3517.86,1.1779,8.24,263.84,Consumer,Gaming (AAA),Normal,13.03,0.6121,102.27
MPN-002270,SK Hynix,SK Hynix DDR5 6800MT/s,2024-11-07,North America,DDR5,DIMM,256,1,True,6800,38,1.1,38-40-40-80,Micron,R-Die,11.1765,14.471,42015.01,2.0978,14.68,3759.24,Enterprise/AI,AI / Data Science,Normal,11.65,0.6277,110.94
MPN-002271,Patriot,Patriot DDR5 6800MT/s,2024-03-04,Asia-Pacific,DDR5,DIMM,512,2,False,6800,28,1.35,28-30-30-60,Micron,B-Die,8.2353,8.2161,54526.84,1.8474,12.93,6621.12,Enterprise/AI,AI / Data Science,Normal,13.61,0.5259,54.37
MPN-002272,Mushkin,Mushkin DDR5 7200MT/s,2025-05-17,Asia-Pacific,DDR5,DIMM,512,2,True,7200,28,1.4,28-30-30-60,Micron,B-Die,7.7778,3.8542,116235.84,4.1698,29.19,14944.61,Enterprise/AI,AI / Data Science,Shortage-Inflated,9.2,0.7061,154.51
MPN-002273,Silicon Power,Silicon Power DDR5 7200MT/s,2026-09-17,EMEA,DDR5,LRDIMM,96,2,True,7200,34,1.1,34-36-36-72,SK Hynix,M-Die,9.4444,8.5708,63471.52,10.0008,70.01,6720.51,Enterprise/AI,AI / Data Science,Shortage-Inflated,5.08,0.9065,265.82
MPN-002274,TeamGroup,TeamGroup DDR5 7200MT/s,2024-04-09,Asia-Pacific,DDR5,LRDIMM,48,4,True,7200,34,1.35,34-36-36-72,Samsung,M-Die,9.4444,92.3596,5890.02,1.8561,12.99,623.65,Enterprise/AI,Content Creation,Normal,13.87,0.5406,62.58
MPN-002275,Silicon Power,Silicon Power DDR5 7200MT/s,2024-01-10,EMEA,DDR5,DIMM,512,2,False,7200,42,1.3,42-44-44-88,Samsung,E-Die,11.6667,8.9598,75002.0,1.7937,12.56,6428.74,Enterprise/AI,AI / Data Science,Normal,15.12,0.5037,42.05
MPN-002276,G.Skill,G.Skill DDR4 4000MT/s,2025-01-11,Europe,DDR4,DIMM,64,2,False,4000,22,1.2,22-24-24-48,Samsung,D-Die,11.0,55.6738,6322.54,2.8065,8.98,574.78,Enterprise/AI,Content Creation,Shortage-Inflated,11.24,0.6544,125.77
MPN-002277,ADATA,ADATA DDR5 6400MT/s,2024-02-19,North America,DDR5,DIMM,256,2,False,6400,30,1.35,30-32-32-64,Micron,Z-Die,9.375,15.4667,31034.35,1.8473,12.93,3310.33,Enterprise/AI,AI / Data Science,Normal,13.79,0.5201,51.18
MPN-002278,Patriot,Patriot DDR5 8400MT/s,2024-01-04,Europe,DDR5,LRDIMM,128,2,True,8400,36,1.3,36-38-38-76,Samsung,M-Die,8.5714,39.723,14500.42,1.8881,13.22,1691.72,Enterprise/AI,AI / Data Science,Normal,14.35,0.5012,40.68
MPN-002279,TeamGroup,TeamGroup DDR4 3600MT/s,2026-10-20,Greater China,DDR4,SODIMM,128,2,False,3600,17,1.2,17-19-19-38,SK Hynix,A-Die,9.4444,7.0895,38366.39,9.9178,31.74,4062.32,Enterprise/AI,AI / Data Science,Shortage-Inflated,3.67,0.92,273.35
MPN-002280,Pny,Pny DDR4 4000MT/s,2026-08-11,EMEA,DDR4,DIMM,32,2,False,4000,22,1.4,22-24-24-48,Micron,Z-Die,11.0,57.8082,6089.1,5.4058,17.3,553.55,Consumer,Gaming (AAA),Shortage-Inflated,4.78,0.8913,257.38
MPN-002281,SK Hynix,SK Hynix DDR5 6400MT/s,2024-08-09,North America,DDR5,DIMM,256,1,False,6400,36,1.35,36-38-38-76,Samsung,M-Die,11.25,14.1127,40814.34,2.0245,14.17,3627.94,Enterprise/AI,AI / Data Science,Normal,12.49,0.5907,90.41
MPN-002282,Mushkin,Mushkin DDR5 4800MT/s,2026-04-05,Latin America,DDR5,DIMM,64,2,True,4800,34,1.4,34-36-36-72,SK Hynix,A-Die,14.1667,11.012,49400.83,7.7837,54.49,3487.12,Enterprise/AI,Content Creation,Shortage-Inflated,5.63,0.8387,228.18
MPN-002283,Mushkin,Mushkin DDR5 4800MT/s,2025-03-11,Asia-Pacific,DDR5,LRDIMM,64,1,True,4800,34,1.1,34-36-36-72,Micron,Z-Die,14.1667,24.8607,21881.93,3.4478,24.13,1544.61,Enterprise/AI,Content Creation,Shortage-Inflated,10.3,0.6786,139.22
MPN-002284,SK Hynix,SK Hynix DDR5 7600MT/s,2024-11-05,Asia-Pacific,DDR5,DIMM,96,2,True,7600,34,1.1,34-36-36-72,SK Hynix,C-Die,8.9474,45.5403,11945.47,1.9867,13.91,1335.08,Enterprise/AI,AI / Data Science,Listing-Error,12.36,0.6269,110.48
MPN-002285,SK Hynix,SK Hynix DDR5 5600MT/s,2026-11-28,EMEA,DDR5,DIMM,512,4,True,5600,28,1.45,28-30-30-60,Micron,B-Die,10.0,1.1476,390393.28,10.8927,76.25,39039.33,Enterprise/AI,AI / Data Science,Shortage-Inflated,2.75,0.936,282.24
MPN-002286,Mushkin,Mushkin DDR5 7600MT/s,2024-07-28,EMEA,DDR5,DIMM,64,2,False,7600,32,1.3,32-34-34-68,SK Hynix,A-Die,8.4211,65.9526,7763.15,2.0578,14.4,921.87,Enterprise/AI,Content Creation,Normal,12.83,0.5858,87.67
MPN-002287,Mushkin,Mushkin DDR5 8000MT/s,2025-10-04,Greater China,DDR5,DIMM,48,2,False,8000,32,1.35,32-34-34-68,Micron,E-Die,8.0,57.6561,8880.25,3.3037,23.13,1110.03,Consumer,Content Creation,Shortage-Inflated,7.59,0.7636,186.44
MPN-002288,Lexar,Lexar DDR4 4000MT/s,2025-03-21,EMEA,DDR4,DIMM,8,2,False,4000,14,1.2,14-16-16-32,Samsung,C-Die,7.0,633.0283,353.85,1.9746,6.32,50.55,Consumer,Basic Productivity,Normal,10.1,0.6827,141.51
MPN-002289,TeamGroup,TeamGroup DDR5 8400MT/s,2026-04-04,Asia-Pacific,DDR5,SODIMM,48,2,False,8400,38,1.3,38-40-40-80,Micron,B-Die,9.0476,45.1589,13463.56,4.4288,31.0,1488.08,Consumer,Content Creation,Shortage-Inflated,5.87,0.8383,227.96
MPN-002290,Silicon Power,Silicon Power DDR5 6800MT/s,2026-10-30,North America,DDR5,SODIMM,64,4,True,6800,36,1.35,36-38-38-76,SK Hynix,D-Die,10.5882,12.1358,47462.81,10.0058,70.04,4482.6,Enterprise/AI,Content Creation,Shortage-Inflated,2.81,0.9241,275.63
MPN-002291,SK Hynix,SK Hynix DDR5 7200MT/s,2024-04-15,EMEA,DDR5,SODIMM,64,2,True,7200,38,1.4,38-40-40-80,Samsung,C-Die,10.5556,70.3939,8637.12,1.8265,12.79,818.25,Enterprise/AI,Content Creation,Normal,12.7,0.5431,63.95
MPN-002292,Patriot,Patriot DDR5 6000MT/s,2026-01-04,EMEA,DDR5,DIMM,64,2,False,6000,34,1.35,34-36-36-72,Micron,R-Die,11.3333,14.8164,36716.17,7.2314,50.62,3239.66,Enterprise/AI,Content Creation,Shortage-Inflated,6.67,0.8014,207.43
MPN-002293,Samsung,Samsung DDR4 4000MT/s,2026-05-09,Greater China,DDR4,LRDIMM,64,2,True,4000,14,1.4,14-16-16-32,Samsung,D-Die,7.0,18.0935,12380.15,8.6357,27.63,1768.59,Enterprise/AI,Content Creation,Shortage-Inflated,5.09,0.8527,235.94
MPN-002294,Silicon Power,Silicon Power DDR5 7600MT/s,2025-07-30,Greater China,DDR5,LRDIMM,96,2,True,7600,42,1.1,42-44-44-88,SK Hynix,C-Die,11.0526,17.2995,38844.99,5.23,36.61,3514.55,Enterprise/AI,AI / Data Science,Shortage-Inflated,9.05,0.7365,171.39
MPN-002295,Crucial,Crucial DDR5 8000MT/s,2025-01-11,North America,DDR5,LRDIMM,256,2,True,8000,30,1.4,30-32-32-64,Micron,B-Die,7.5,12.6717,37879.68,2.8184,19.73,5050.62,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.53,0.6544,125.77
MPN-002296,TeamGroup,TeamGroup DDR4 2666MT/s,2025-02-03,North America,DDR4,DIMM,8,2,False,2666,19,1.35,19-21-21-42,Micron,B-Die,14.2536,482.7914,629.67,1.7256,5.52,44.18,Consumer,Basic Productivity,Normal,10.81,0.6638,131.01
MPN-002297,Samsung,Samsung DDR5 6400MT/s,2025-08-24,Latin America,DDR5,DIMM,512,1,False,6400,38,1.3,38-40-40-80,SK Hynix,C-Die,11.875,2.5426,239123.96,5.6185,39.33,20136.75,Enterprise/AI,AI / Data Science,Shortage-Inflated,8.78,0.7468,177.09
MPN-002298,G.Skill,G.Skill DDR5 5600MT/s,2026-08-19,Latin America,DDR5,DIMM,192,1,True,5600,42,1.3,42-44-44-88,Samsung,C-Die,15.0,3.5962,186863.93,9.269,64.88,12457.6,Enterprise/AI,AI / Data Science,Shortage-Inflated,4.18,0.8946,259.21
MPN-002299,TeamGroup,TeamGroup DDR5 8000MT/s,2026-12-03,Latin America,DDR5,SODIMM,48,8,False,8000,28,1.1,28-30-30-60,SK Hynix,D-Die,7.0,32.2289,13900.56,5.9101,41.37,1985.79,Consumer,Content Creation,Shortage-Inflated,3.34,0.9381,283.39
MPN-002300,ADATA,ADATA DDR5 5600MT/s,2024-01-20,Europe,DDR5,DIMM,512,1,True,5600,30,1.35,30-32-32-64,Samsung,E-Die,10.7143,6.895,69616.1,1.8129,12.69,6497.5,Enterprise/AI,AI / Data Science,Normal,14.76,0.5078,44.33
MPN-002301,SK Hynix,SK Hynix DDR5 4800MT/s,2025-10-31,Asia-Pacific,DDR5,DIMM,192,2,False,4800,40,1.25,40-42-42-84,Micron,R-Die,16.6667,4.2966,148954.05,6.6497,46.55,8937.24,Enterprise/AI,AI / Data Science,Shortage-Inflated,8.46,0.7747,192.6
MPN-002302,Samsung,Samsung DDR4 4000MT/s,2025-04-02,North America,DDR4,DIMM,128,8,False,4000,20,1.4,20-22-22-44,Samsung,E-Die,10.0,20.8118,15375.87,3.7539,12.01,1537.59,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.02,0.6876,144.24
MPN-002303,Pny,Pny DDR4 4000MT/s,2026-04-16,Greater China,DDR4,SODIMM,8,2,False,4000,17,1.2,17-19-19-38,Samsung,B-Die,8.5,265.0237,1026.32,4.7166,15.09,120.74,Consumer,Basic Productivity,Shortage-Inflated,5.07,0.8432,230.69
MPN-002304,Micron,Micron DDR5 8000MT/s,2025-04-15,Greater China,DDR5,DIMM,32,2,False,8000,32,1.45,32-34-34-68,SK Hynix,A-Die,8.0,127.6043,4012.4,2.2391,15.67,501.55,Consumer,Gaming (AAA),Normal,8.81,0.693,147.21
MPN-002305,Micron,Micron DDR5 7600MT/s,2026-01-22,North America,DDR5,DIMM,512,8,True,7600,30,1.35,30-32-32-64,Micron,Z-Die,7.8947,2.2072,217466.85,7.6858,53.8,27545.8,Enterprise/AI,AI / Data Science,Shortage-Inflated,6.7,0.8088,211.53
MPN-002306,TeamGroup,TeamGroup DDR5 8400MT/s,2025-05-22,Asia-Pacific,DDR5,DIMM,48,4,False,8400,28,1.3,28-30-30-60,Micron,Z-Die,6.6667,84.3136,5313.5,2.3721,16.6,797.02,Consumer,Content Creation,Normal,9.43,0.7082,155.65
MPN-002307,G.Skill,G.Skill DDR6 (Preview) 16000MT/s,2025-10-31,Europe,DDR6 (Preview),SODIMM,32,4,False,16000,64,1.0,64-66-66-132,Micron,R-Die,8.0,41.2012,24853.63,3.4673,97.08,3106.7,Consumer,Gaming (AAA),Shortage-Inflated,8.68,0.7747,192.6
MPN-002308,Patriot,Patriot DDR5 7600MT/s,2024-08-06,Greater China,DDR5,SODIMM,16,2,False,7600,42,1.35,42-44-44-88,Micron,Z-Die,11.0526,508.55,1321.4,1.0675,7.47,119.56,Consumer,Gaming (AAA),Normal,12.14,0.5895,89.73
MPN-002309,TeamGroup,TeamGroup DDR5 7200MT/s,2025-10-25,North America,DDR5,SODIMM,512,4,False,7200,28,1.45,28-30-30-60,Samsung,C-Die,7.7778,2.4143,185558.98,6.6567,46.6,23857.58,Enterprise/AI,AI / Data Science,Shortage-Inflated,7.88,0.7722,191.23
MPN-002310,TeamGroup,TeamGroup DDR5 8400MT/s,2025-09-26,EMEA,DDR5,DIMM,256,2,False,8400,32,1.35,32-34-34-68,Samsung,D-Die,7.619,6.5131,78611.19,5.7577,40.3,10317.72,Enterprise/AI,AI / Data Science,Shortage-Inflated,7.61,0.7603,184.62
